genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,434
H,trabajador,Servicios,60-64,Primaria o Secundaria,0,otro,434
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,0,otro,434
H,trabajador,Gobierno,25-49,Primaria o Secundaria,1,otro,434
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,434
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,otro,434
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,434
F,independiente,Servicios,65-130,Primaria o Secundaria,1,otro,434
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,434
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,1,otro,434
H,trabajador,Construcción,50-59,Carrera técnica o preparatoria,1,otro,434
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,434
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,434
H,trabajador,Gobierno,25-49,Primaria o Secundaria,0,otro,434
F,trabajador,Gobierno,18-24,Carrera técnica o preparatoria,1,otro,434
H,trabajador,Gobierno,25-49,Primaria o Secundaria,1,otro,434
H,trabajador,Agricultura y ganadería,25-49,Primaria o Secundaria,1,otro,434
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,apodaca,523
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,apodaca,523
F,independiente,Comercio,25-49,Primaria o Secundaria,1,apodaca,523
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,apodaca,523
H,trabajador,Servicios,15-17,Primaria o Secundaria,0,apodaca,523
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,apodaca,523
H,independiente,Servicios,25-49,Licenciatura,1,apodaca,523
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,523
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,523
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,1,apodaca,523
H,independiente,Comercio,25-49,Primaria o Secundaria,1,apodaca,523
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,523
H,independiente,Servicios,25-49,Licenciatura,1,apodaca,523
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,523
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,apodaca,523
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,apodaca,523
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,523
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,523
H,independiente,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,523
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,523
H,trabajador,Construcción,50-59,Primaria o Secundaria,0,apodaca,523
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,apodaca,523
H,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,apodaca,523
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,523
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,apodaca,523
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,apodaca,523
H,trabajador,Comercio,65-130,Primaria o Secundaria,1,apodaca,523
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,523
H,trabajador,Servicios,25-49,Licenciatura,0,apodaca,523
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,523
H,trabajador,Comercio,15-17,Carrera técnica o preparatoria,1,apodaca,523
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,523
H,trabajador,Construcción,25-49,Licenciatura,0,apodaca,523
H,trabajador,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,0,otro,379
F,independiente,Comercio,50-59,Carrera técnica o preparatoria,1,otro,379
F,trabajador,Servicios,18-24,Licenciatura,1,otro,379
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,otro,379
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,otro,379
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,379
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,otro,379
H,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,379
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,otro,379
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,379
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,otro,379
F,trabajador,Servicios,15-17,Primaria o Secundaria,1,otro,379
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,otro,379
H,trabajador,Servicios,60-64,Primaria o Secundaria,1,otro,379
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,379
F,independiente,Comercio,25-49,Primaria o Secundaria,1,otro,379
F,independiente,Comercio,65-130,Primaria o Secundaria,1,otro,379
H,otro,Servicios,18-24,Carrera técnica o preparatoria,1,otro,379
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,otro,379
H,trabajador,Servicios,60-64,Licenciatura,0,otro,379
H,trabajador,Gobierno,60-64,Primaria o Secundaria,0,otro,418
F,independiente,Servicios,18-24,Carrera técnica o preparatoria,1,otro,418
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,418
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,otro,418
H,trabajador,Servicios,60-64,Primaria o Secundaria,0,otro,418
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,otro,418
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,otro,418
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,otro,418
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,418
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,418
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,418
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,otro,418
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,418
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,otro,418
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,418
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,418
F,independiente,Industria manufacturera,18-24,Licenciatura,1,otro,418
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,otro,418
H,trabajador,Servicios,25-49,Licenciatura,0,otro,418
F,trabajador,Servicios,25-49,Licenciatura,0,otro,418
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,418
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,otro,418
F,trabajador,Comercio,18-24,Primaria o Secundaria,1,otro,418
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Comercio,60-64,Primaria o Secundaria,0,juarez,502
H,trabajador,Servicios,25-49,Licenciatura,0,juarez,502
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,juarez,502
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,juarez,502
H,independiente,Comercio,60-64,Primaria o Secundaria,1,juarez,502
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,juarez,502
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,juarez,502
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Construcción,65-130,Primaria o Secundaria,1,juarez,502
H,independiente,Servicios,25-49,Primaria o Secundaria,1,juarez,502
F,independiente,Comercio,25-49,Primaria o Secundaria,1,juarez,502
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,juarez,502
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,juarez,502
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,juarez,502
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,502
H,trabajador,Otro,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,juarez,502
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,juarez,502
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,juarez,502
H,independiente,Construcción,25-49,Primaria o Secundaria,1,juarez,502
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,juarez,502
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,flores,566
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,flores,566
H,independiente,Construcción,50-59,Primaria o Secundaria,1,flores,566
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,flores,566
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,flores,566
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,flores,566
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,flores,566
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,0,flores,566
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,flores,566
H,trabajador,Agricultura y ganadería,18-24,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,flores,566
F,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,flores,566
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,flores,566
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,flores,566
F,trabajador,Comercio,18-24,Primaria o Secundaria,0,flores,566
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,flores,566
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,flores,566
H,trabajador,Transporte y comunicaciones,50-59,Primaria o Secundaria,0,flores,566
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,flores,566
H,trabajador,Servicios,50-59,Postgrado,0,otro,476
F,trabajador,Servicios,25-49,Licenciatura,0,otro,476
F,trabajador,Servicios,50-59,Licenciatura,0,otro,476
H,trabajador,Servicios,25-49,Licenciatura,0,otro,476
H,trabajador,Servicios,18-24,Licenciatura,1,otro,476
H,trabajador,Servicios,50-59,Postgrado,0,otro,476
F,trabajador,Servicios,50-59,Postgrado,0,otro,476
H,trabajador,Servicios,65-130,Postgrado,0,otro,476
H,trabajador,Servicios,25-49,Licenciatura,0,otro,476
F,trabajador,Servicios,25-49,Licenciatura,0,otro,476
H,trabajador,Servicios,25-49,Licenciatura,0,otro,476
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,otro,476
H,independiente,Agricultura y ganadería,65-130,Primaria o Secundaria,1,otro,476
H,trabajador,Servicios,50-59,Postgrado,0,otro,476
F,trabajador,Servicios,50-59,Licenciatura,0,otro,476
H,independiente,Servicios,25-49,Licenciatura,1,otro,476
H,independiente,Servicios,65-130,Carrera técnica o preparatoria,0,otro,476
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,otro,476
F,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,otro,476
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,otro,476
F,independiente,Servicios,18-24,Licenciatura,1,otro,476
F,independiente,Servicios,25-49,Licenciatura,1,otro,476
F,trabajador,Servicios,50-59,Postgrado,0,otro,476
H,trabajador,Servicios,50-59,Licenciatura,0,otro,476
H,trabajador,Servicios,25-49,Licenciatura,0,otro,476
F,trabajador,Servicios,50-59,Licenciatura,0,otro,476
F,trabajador,Servicios,25-49,Licenciatura,0,otro,476
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,otro,476
H,trabajador,Comercio,25-49,Licenciatura,0,otro,476
H,trabajador,Servicios,65-130,Primaria o Secundaria,1,otro,490
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,490
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,490
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,otro,490
H,independiente,Transporte y comunicaciones,50-59,Sin Instrucción,1,otro,490
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,0,otro,490
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,otro,490
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,otro,490
H,trabajador,Servicios,50-59,Primaria o Secundaria,1,otro,490
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,1,otro,490
F,trabajador,Comercio,50-59,Primaria o Secundaria,1,otro,490
H,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,490
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,otro,490
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,otro,490
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,otro,490
H,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,490
H,trabajador,Servicios,15-17,Primaria o Secundaria,1,otro,490
F,trabajador,Servicios,25-49,Licenciatura,0,otro,490
F,trabajador,Gobierno,25-49,Carrera técnica o preparatoria,0,otro,490
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,490
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,490
H,trabajador,Agricultura y ganadería,50-59,Primaria o Secundaria,1,otro,490
H,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,490
F,otro,Servicios,25-49,Primaria o Secundaria,1,otro,490
H,independiente,Construcción,25-49,Primaria o Secundaria,1,otro,490
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,otro,490
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,490
H,trabajador,Comercio,50-59,Primaria o Secundaria,1,otro,490
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,1,otro,490
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,1,otro,490
H,trabajador,Gobierno,60-64,Sin Instrucción,0,otro,490
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,otro,490
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,otro,490
F,trabajador,Servicios,25-49,Licenciatura,0,otro,490
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,otro,490
F,trabajador,Servicios,65-130,Primaria o Secundaria,1,otro,490
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,1,cadereyta,539
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,50-59,Licenciatura,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,cadereyta,539
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Servicios,50-59,Licenciatura,0,cadereyta,539
F,trabajador,Servicios,60-64,Licenciatura,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
F,trabajador,Servicios,25-49,Licenciatura,1,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
F,trabajador,Servicios,25-49,Licenciatura,1,cadereyta,539
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,cadereyta,539
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
H,independiente,Construcción,50-59,Primaria o Secundaria,1,cadereyta,539
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,cadereyta,539
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,cadereyta,539
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,575
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,575
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,juarez,575
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Gobierno,50-59,Carrera técnica o preparatoria,0,juarez,575
F,independiente,Comercio,50-59,Carrera técnica o preparatoria,1,juarez,575
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,1,juarez,575
H,independiente,Comercio,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,juarez,575
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,juarez,575
H,independiente,Servicios,25-49,Primaria o Secundaria,1,juarez,575
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,juarez,575
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Construcción,15-17,Primaria o Secundaria,1,juarez,575
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,juarez,575
F,trabajador,Comercio,18-24,Primaria o Secundaria,1,juarez,575
F,trabajador,Comercio,50-59,Primaria o Secundaria,1,juarez,575
F,trabajador,Comercio,18-24,Primaria o Secundaria,1,juarez,575
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,juarez,575
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,juarez,575
F,independiente,Comercio,50-59,Primaria o Secundaria,1,juarez,575
H,trabajador,Construcción,50-59,Sin Instrucción,1,juarez,575
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,575
H,trabajador,Industria manufacturera,65-130,Primaria o Secundaria,0,cadereyta,520
F,trabajador,Servicios,15-17,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,cadereyta,520
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,cadereyta,520
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,cadereyta,520
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,cadereyta,520
F,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Servicios,15-17,Primaria o Secundaria,1,cadereyta,520
F,independiente,Transporte y comunicaciones,25-49,Licenciatura,1,cadereyta,520
F,independiente,Servicios,25-49,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Comercio,25-49,Licenciatura,0,cadereyta,520
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,cadereyta,520
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,cadereyta,520
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,cadereyta,520
F,independiente,Comercio,25-49,Primaria o Secundaria,1,cadereyta,520
H,independiente,Construcción,25-49,Primaria o Secundaria,1,cadereyta,520
F,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,cadereyta,520
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,cadereyta,520
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Construcción,18-24,Carrera técnica o preparatoria,1,cadereyta,520
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,cadereyta,520
H,trabajador,Construcción,65-130,Sin Instrucción,1,otro,412
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,otro,412
H,independiente,Servicios,60-64,Primaria o Secundaria,1,otro,412
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,1,otro,412
H,trabajador,Comercio,12-14,Primaria o Secundaria,1,otro,412
H,trabajador,Servicios,60-64,Primaria o Secundaria,1,otro,412
F,otro,Servicios,60-64,Primaria o Secundaria,1,otro,412
F,otro,Servicios,25-49,Carrera técnica o preparatoria,1,otro,412
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,otro,412
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,otro,412
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,otro,412
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,otro,412
F,independiente,Servicios,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,412
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,412
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,otro,412
H,independiente,Industria manufacturera,25-49,Carrera técnica o preparatoria,1,otro,412
F,trabajador,Servicios,25-49,Licenciatura,0,otro,412
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,otro,412
H,trabajador,Gobierno,18-24,Licenciatura,1,otro,412
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,otro,412
H,trabajador,Construcción,25-49,Licenciatura,0,zuazua,603
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,zuazua,603
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,zuazua,603
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,zuazua,603
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,zuazua,603
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,603
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,zuazua,603
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,603
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,zuazua,603
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,603
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,603
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,zuazua,603
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,zuazua,603
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,zuazua,603
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,603
F,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,zuazua,603
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,zuazua,603
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,zuazua,603
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,603
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,603
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,603
F,trabajador,Gobierno,25-49,Licenciatura,0,zuazua,603
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,zuazua,603
F,trabajador,Industria manufacturera,18-24,Licenciatura,0,zuazua,603
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,603
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,519
H,trabajador,Transporte y comunicaciones,50-59,Primaria o Secundaria,0,zuazua,519
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,519
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,zuazua,519
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,zuazua,519
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,zuazua,519
H,trabajador,Comercio,15-17,Primaria o Secundaria,0,zuazua,519
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,zuazua,519
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,519
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,zuazua,519
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,519
H,independiente,Construcción,25-49,Primaria o Secundaria,1,zuazua,519
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,519
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,519
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,zuazua,519
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,519
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,zuazua,519
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,zuazua,519
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,zuazua,519
F,independiente,Servicios,65-130,Primaria o Secundaria,1,zuazua,519
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,519
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,519
H,trabajador,Servicios,18-24,Licenciatura,0,zuazua,519
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,zuazua,519
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,zuazua,519
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,zuazua,519
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,zuazua,519
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,1,cadereyta,269
H,trabajador,Servicios,60-64,Primaria o Secundaria,0,cadereyta,269
H,trabajador,Servicios,15-17,Carrera técnica o preparatoria,1,cadereyta,269
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,cadereyta,269
H,independiente,Agricultura y ganadería,60-64,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Servicios,60-64,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,cadereyta,269
F,independiente,Industria manufacturera,25-49,Primaria o Secundaria,1,cadereyta,269
H,trabajador,Servicios,60-64,Primaria o Secundaria,0,cadereyta,269
H,independiente,Construcción,18-24,Primaria o Secundaria,1,cadereyta,269
